pkg1 file1 pkg2 file2 pairFreq clusterid expected
goldenupdate updatemanager.h goldenupdate proxysettingswindow.h 1 0 true 
genomebrowser gbtextedit.h genomebrowser gbplotstate.h 1 1 true 
genomebrowser gbscale.h genomebrowser gbplotstate.h 1 0 true 
goldenupdate updatemanager.h goldenupdate serverconnection.h 1 0 true 
genomebrowser gblandmarkview.h genomebrowser gbcontrolpanel.h 1 0 true 
genomebrowser gbgrip.h genomebrowser gbplotrenderer.h 1 1 true 
genomebrowser/gbrender rendererbase.h genomebrowser/gbrender dispatch.h 1 0 true 
genomebrowser/gbrender util.h genomebrowser/gbrender layout.h 1 0 true 
goldenupdate ipc.h goldenupdate proxysettingswindow.h 1 0 true 
genomebrowser gbinputhandler.h genomebrowser gbzoommanager.h 1 1 true 
genomebrowser/gbrender transcript.h genomebrowser/gbrender seqrenderer.h 1 0 true 
genomebrowser/gbrender tree.h genomebrowser/gbrender featuregenerator.h 1 1 true 
genomebrowser/gbrender worker.h genomebrowser/gbrender rmath.h 1 1 true 
gacore gasourceinfo.h gacore gaproxydispatch.h 1 0 true 
genomebrowser gbselectionmanager.h genomebrowser gbplotgroup.h 1 0 true 
genomebrowser/gbrender scene.h genomebrowser/gbrender layout.h 1 3 true 
genomebrowser/gbrender optionsbundle.h genomebrowser/gbrender pileupdetail.h 1 0 true 
genomebrowser/gbrender transcript.h genomebrowser/gbrender pileuprenderer.h 1 1 true 
genomebrowser/gbrender view.h genomebrowser/gbrender bamutil.h 1 1 true 
na make_lincommon.sh na make_mac.sh 1 6 true 
genomebrowser gbzoommanager.h genomebrowser gbcontrolpanel.h 1 0 true 
genomebrowser gbscale.h genomebrowser gbtextedit.h 1 0 true 
svs license.h svs apidatasetbuilder.h 1 9 true 
svs license.h svs navigatorwindow.h 1 0 true 
genomebrowser/gbrender config.h genomebrowser/gbrender featuregenerator.h 1 1 true 
genomebrowser gblandmarkview.h genomebrowser gbselectionmanager.h 1 0 true 
genomebrowser/gbrender chunk.h genomebrowser/gbrender rmath.h 1 1 true 
genomebrowser gbplotzoomer.h genomebrowser gbmainwindow.h 1 0 true 
gacore gasourceregistry.h gacore bamfile.h 1 0 true 
svs plotcontrolpanel.h svs navigatorwindow.h 1 10 true 
genomebrowser/gbrender scene.h genomebrowser/gbrender coverhistogram.h 1 0 true 
genomebrowser/gbrender seqrenderer.h genomebrowser/gbrender rmath.h 1 0 true 
genomebrowser gbinputhandler.h genomebrowser gbtextedit.h 1 1 true 
genomebrowser gbtextedit.h genomebrowser gbdata.h 1 1 true 
genomebrowser/gbrender histogram.h genomebrowser/gbrender pileuprenderer.h 1 1 true 
genomebrowser gbzoommanager.h genomebrowser gbstate.h 1 1 true 
svs genotypestatswindow.h svs apispreadsheet.h 1 0 true 
genomebrowser gbselectionmanager.h genomebrowser gbscale.h 1 0 true 
genomebrowser/gbrender coverhistogram.h genomebrowser/gbrender cytobandrenderer.h 1 0 true 
genomebrowser gblandmarkview.h genomebrowser gbplotselector.h 1 0 true 
genomebrowser gbplotselector.h genomebrowser gbdata.h 1 1 true 
goldenupdate launchdialog.h goldenupdate proxysettingswindow.h 1 0 true 
genomebrowser gbcontrolpanel.h genomebrowser gbcontrolset.h 1 0 true 
svs datarepodownload.h svs plotcontrolpanel.h 1 0 true 
genomebrowser gbnodecontrolset.h genomebrowser gbmainwindow.h 1 0 true 
genomebrowser gbplotmover.h genomebrowser gbstate.h 1 1 true 
svs apputil.h svs apidatasetbuilder.h 1 0 true 
genomebrowser/gbrender histogram.h genomebrowser/gbrender bamutil.h 1 1 true 
genomebrowser gbnodecontrolset.h genomebrowser gbeditormanager.h 1 0 true 
genomebrowser/gbrender coveragerenderer.h genomebrowser/gbrender cache.h 1 0 true 
svs apputil.h svs datarepodownload.h 1 0 true 
genomebrowser/gbrender featuregenerator.h genomebrowser/gbrender rendererbase.h 1 1 true 
genomebrowser/gbrender seqgenerator.h genomebrowser/gbrender dispatch.h 1 0 true 
genomebrowser/gbrender histogram.h genomebrowser/gbrender util.h 1 1 true 
genomebrowser gbcolorcontrolset.h genomebrowser gbzoommanager.h 1 1 true 
genomebrowser/gbrender view.h genomebrowser/gbrender util.h 1 1 true 
genomebrowser/gbrender transcript.h genomebrowser/gbrender pileupdetail.h 1 1 true 
genomebrowser/gbrender transcript.h genomebrowser/gbrender worker.h 1 1 true 
svs genomemapwindow.h svs apputil.h 1 0 true 
genomebrowser/gbrender stackengine.h genomebrowser/gbrender coverhistogram.h 1 1 true 
svs columnselectioncoordinator.h svs appversion.h 1 10 true 
genomebrowser gbplotgroupstate.h genomebrowser gbstate.h 1 0 true 
svs plotcontrolpanel.h svs apidatasetbuilder.h 1 0 true 
genomebrowser gbrootstate.h genomebrowser gbstate.h 1 1 true 
genomebrowser/gbrender seqrenderer.h genomebrowser/gbrender coroutine.h 1 3 true 
genomebrowser gbcolorcontrolset.h genomebrowser gbrootstate.h 1 1 true 
genomebrowser/gbrender pileupscenes.h genomebrowser/gbrender pileuprenderer.h 1 1 true 
gacore gafeaturecache.h gacore gathreadmanager.h 1 1 true 
genomebrowser/gbrender transcript.h genomebrowser/gbrender chunk.h 1 1 true 
genomebrowser gbselectionmanager.h genomebrowser gbcontrolpanel.h 1 0 true 
genomebrowser/gbrender coverhistogram.h genomebrowser/gbrender sequtil.h 1 0 true 
genomebrowser/gbrender pileuprenderer.h genomebrowser/gbrender seqgenerator.h 1 1 true 
genomebrowser gbcolorcontrolset.h genomebrowser gbplotgroup.h 1 1 true 
genomebrowser/gbrender generenderer.h genomebrowser/gbrender cache.h 1 0 true 
genomebrowser/gbrender chunk.h genomebrowser/gbrender featuregenerator.h 1 1 true 
genomebrowser gbdatanodeiterator.h genomebrowser gbinputhandler.h 1 1 true 
goldenupdate launchdialog.h goldenupdate serverconnection.h 1 6 true 
genomebrowser gbnodecontrolset.h genomebrowser gbzoommanager.h 1 1 true 
genomebrowser gbcommonvalueaccessor.h genomebrowser gbdata.h 1 1 true 
goldenupdate ipc.h goldenupdate updatewizard.h 1 0 true 
genomebrowser/gbrender optionsbundle.h genomebrowser/gbrender config.h 1 0 true 
genomebrowser gbstate.h genomebrowser gbplotsizer.h 1 1 true 
genomebrowser gbplotgroupstate.h genomebrowser gbplotgroup.h 1 0 true 
gacore idffile.h gacore gafeaturereader.h 1 1 true 
genomebrowser/gbrender scene.h genomebrowser/gbrender cache.h 1 3 true 
goldenupdate updatemanager.h goldenupdate ipc.h 1 0 true 
genomebrowser gbselectionmanager.h genomebrowser gbscalestate.h 1 0 true 
genomebrowser gbscale.h genomebrowser gbstate.h 1 0 true 
genomebrowser/gbrender tree.h genomebrowser/gbrender pileupscenes.h 1 1 true 
genomebrowser/gbrender pileupscenes.h genomebrowser/gbrender layout.h 1 0 true 
genomebrowser gbmainwindow.h genomebrowser gbeditormanager.h 1 0 true 
genomebrowser gbselectionmanager.h genomebrowser gbstate.h 1 0 true 
genomebrowser gbcolorcontrolset.h genomebrowser gbcontroltree.h 1 1 true 
genomebrowser gbrootstate.h genomebrowser gbscalestate.h 1 0 true 
genomebrowser gbplotgroup.h genomebrowser gbcontrolpanel.h 1 0 true 
genomebrowser/gbrender rendererbase.h genomebrowser/gbrender cache.h 1 0 true 
genomebrowser gbscale.h genomebrowser gbeditormanager.h 1 8 true 
genomebrowser gbselectionmanager.h genomebrowser gbplotstate.h 1 0 true 
svs datarepodownload.h svs appversion.h 1 0 true 
genomebrowser/gbrender tree.h genomebrowser/gbrender rendererbase.h 1 1 true 
goldenupdate ipc.h goldenupdate serverconnection.h 1 0 true 
genomebrowser gbinputhandler.h genomebrowser gbcommonvalueaccessor.h 1 1 true 
genomebrowser/gbrender coverhistogram.h genomebrowser/gbrender pileupdetail.h 1 1 true 
svs datarepoutil.h svs plotcontrolpanel.h 1 10 true 
genomebrowser gblandmarknavigator.h genomebrowser gbzoommanager.h 1 1 true 
genomebrowser/gbrender coveragerenderer.h genomebrowser/gbrender seqgenerator.h 1 1 true 
svs apispreadsheet.h svs apighi.h 1 0 true 
genomebrowser/gbrender bamutil.h genomebrowser/gbrender layout.h 1 0 true 
genomebrowser gbselectionmanager.h genomebrowser gbdata.h 1 0 true 
genomebrowser gbnodecontrolset.h genomebrowser gbtextedit.h 1 1 true 
genomebrowser/gbrender optionsbundle.h genomebrowser/gbrender coveragerenderer.h 1 0 true 
genomebrowser/gbrender tree.h genomebrowser/gbrender seqgenerator.h 1 1 true 
genomebrowser gblandmarkview.h genomebrowser gbcontrolset.h 1 0 true 
genomebrowser gbcolorcontrolset.h genomebrowser gbinputhandler.h 1 1 true 
genomebrowser/gbrender scene.h genomebrowser/gbrender pileupdetail.h 1 0 true 
genomebrowser/gbrender histogram.h genomebrowser/gbrender coveragerenderer.h 1 1 true 
gacore bambincache.h gacore gathreadmanager.h 1 0 true 
genomebrowser/gbrender generenderer.h genomebrowser/gbrender pileupscenes.h 1 1 true 
genomebrowser gbrootstate.h genomebrowser gbeditormanager.h 1 0 true 
genomebrowser gbplotgroupstate.h genomebrowser gbview.h 1 0 true 
genomebrowser/gbrender rendererbase.h genomebrowser/gbrender seqgenerator.h 1 1 true 
genomebrowser gbnodecontrolset.h genomebrowser gbplotrenderer.h 1 1 true 
genomebrowser gbcolorcontrolset.h genomebrowser gbplotstate.h 1 1 true 
genomebrowser gbeditormanager.h genomebrowser gbplotview.h 1 0 true 
genomebrowser gbplotgroupstate.h genomebrowser gbscalestate.h 1 0 true 
genomebrowser/gbrender transcript.h genomebrowser/gbrender util.h 1 1 true 
svs license.h svs plotcontrolpanel.h 1 0 true 
genomebrowser/gbrender worker.h genomebrowser/gbrender optionsbundle.h 1 0 true 
genomebrowser gbscale.h genomebrowser gbcontroltree.h 1 0 true 
goldenupdate decrypt.h goldenupdate launchdialog.h 1 6 true 
genomebrowser/gbrender dispatch.h genomebrowser/gbrender util.h 1 0 true 
svs gmainwindow.h svs apighi.h 1 0 true 
goldenupdate proxysettingswindow.h goldenupdate updatewizard.h 1 0 true 
genomebrowser/gbrender optionsbundle.h genomebrowser/gbrender rendererbase.h 1 0 true 
genomebrowser/gbrender rmath.h genomebrowser/gbrender coverhistogram.h 1 1 true 
genomebrowser gbeditormanager.h genomebrowser gbplotrenderer.h 1 0 true 
genomebrowser gbcontrolset.h genomebrowser gbplotrenderer.h 1 1 true 
genomebrowser gbscalestate.h genomebrowser gbmainwindow.h 1 0 true 
genomebrowser/gbrender pileupscenes.h genomebrowser/gbrender coveragerenderer.h 1 1 true 
genomebrowser/gbrender cache.h genomebrowser/gbrender layout.h 1 3 true 
gacore idffile.h gacore gafeaturereaderworker.h 1 1 true 
genomebrowser gbview.h genomebrowser gbstate.h 1 1 true 
genomebrowser/gbrender scene.h genomebrowser/gbrender rmath.h 1 0 true 
gacore gasourceinfo.h gacore asyncworker.h 1 0 true 
genomebrowser/gbrender transcript.h genomebrowser/gbrender stackengine.h 1 1 true 
genomebrowser gbrootstate.h genomebrowser gbcontrolset.h 1 1 true 
svs genomemapwindow.h svs appversion.h 1 0 true 
genomebrowser gbselectionmanager.h genomebrowser gbplotview.h 1 0 true 
genomebrowser gbplotzoomer.h genomebrowser gbplotgroup.h 1 1 true 
goldenupdate ipc.h goldenupdate launchdialog.h 1 0 true 
goldenupdate decrypt.h goldenupdate common.h 1 0 true 
genomebrowser gbdata.h genomebrowser gbcontrolset.h 1 1 true 
gacore precomputerunner.h gacore bamfile.h 1 0 true 
genomebrowser gbplotgroupstate.h genomebrowser gbscale.h 1 0 true 
